datetime,Temperature (°C),Precipitation (mm),Wind Direction (deg),Wind Speed ​​(m/s),Barometric Pressure (hPa),Sea Level Pressure (hPa),Humidity (%),Insolation (MJ/m^2) per hour,Sunlight (Sec) per hour
2021-01-01 00:00:00,-8.9,0.0,282.6,0.8,1022.7,1028.0,85.9,0.0,0.0
2021-01-01 01:00:00,-9.6,0.0,247.64999999999998,1.0,1022.4,1027.7,86.0,0.0,0.0
2021-01-01 02:00:00,-9.6,0.0,246.10000000000002,1.1,1022.9,1028.2,85.1,0.0,0.0
2021-01-01 03:00:00,-9.9,0.0,127.75,0.8,1022.95,1028.25,83.65,0.0,0.0
2021-01-01 04:00:00,-9.8,0.0,137.7,1.5,1022.3,1027.6,86.15,0.0,0.0
2021-01-01 05:00:00,-9.55,0.0,111.9,1.45,1021.8,1027.1,87.1,0.0,0.0
2021-01-01 06:00:00,-8.4,0.0,138.39999999999998,1.3,1022.0,1027.2,88.1,0.0,0.0
2021-01-01 07:00:00,-8.3,0.0,142.10000000000002,1.2,1022.0,1027.2,89.2,0.0,0.0
2021-01-01 08:00:00,-7.8,0.0,120.0,1.4,1022.1,1027.3,89.7,0.17,0.0
2021-01-01 09:00:00,-6.5,0.0,115.65,1.35,1022.5,1027.7,83.8,0.5900000000000001,1680.0
2021-01-01 10:00:00,-4.7,0.0,134.2,1.6,1022.3499999999999,1027.55,76.8,1.19,2520.0
2021-01-01 11:00:00,-2.9,0.0,167.25,2.1,1021.5,1026.6,66.95,1.6600000000000001,3540.0
2021-01-01 12:00:00,-1.6,0.0,179.8,2.3,1020.7,1025.8,66.8,1.7500000000000004,3540.0
2021-01-01 13:00:00,-0.95,0.0,188.8,2.45,1019.9,1025.0,69.3,1.5499999999999998,3540.0
2021-01-01 14:00:00,-0.7,0.0,190.45,2.0,1019.8,1024.9,70.7,0.7800000000000002,1380.0
2021-01-01 15:00:00,-0.3,0.0,215.1,2.2,1019.7,1024.8,68.6,0.5899999999999999,780.0
2021-01-01 16:00:00,-0.6,0.0,226.7,2.3,1019.9,1025.0,74.80000000000001,0.16999999999999993,0.0
2021-01-01 17:00:00,-1.5,0.0,219.5,1.7,1019.9,1025.0,84.25,0.0,0.0
2021-01-01 18:00:00,-2.2,0.0,246.45,0.8,1020.0,1025.1,89.4,0.0,0.0
2021-01-01 19:00:00,-2.5,0.0,0.0,0.1,1020.1,1025.2,91.75,0.0,0.0
2021-01-01 20:00:00,-2.8,0.0,54.85,0.15000000000000002,1020.4,1025.5,94.3,0.0,0.0
2021-01-01 21:00:00,-2.8,0.0,281.15,0.3,1020.7,1025.8,94.4,0.0,0.0
2021-01-01 22:00:00,-3.6,0.0,284.55,0.5,1021.0,1026.1,95.7,0.0,0.0
2021-01-01 23:00:00,-3.7,0.0,311.5,0.95,1020.8,1026.0,89.45,0.0,0.0
2021-01-02 00:00:00,-4.2,0.0,308.8,1.4,1020.9,1026.1,77.55000000000001,0.0,0.0
2021-01-02 01:00:00,-3.6,0.0,337.29999999999995,1.95,1021.3,1026.4,57.45,0.0,0.0
2021-01-02 02:00:00,-4.05,0.0,316.55,2.6,1021.7,1026.9,38.6,0.0,0.0
2021-01-02 03:00:00,-5.3,0.0,306.55,2.25,1021.7,1026.9,41.1,0.0,0.0
2021-01-02 04:00:00,-6.0,0.0,317.4,1.6,1021.9,1027.1,45.4,0.0,0.0
2021-01-02 05:00:00,-6.6,0.0,320.65,1.15,1022.2,1027.4,47.25,0.0,0.0
2021-01-02 06:00:00,-7.6,0.0,325.3,0.95,1022.6,1027.8,52.650000000000006,0.0,0.0
2021-01-02 07:00:00,-8.05,0.0,331.9,0.75,1023.2,1028.4,55.4,0.0,0.0
2021-01-02 08:00:00,-7.85,0.0,291.0,0.7,1023.7,1028.9,57.1,0.25,3180.0
2021-01-02 09:00:00,-5.1,0.0,283.9,1.8,1024.5,1029.7,42.25,0.8200000000000001,3540.0
2021-01-02 10:00:00,-4.4,0.0,295.25,3.0,1025.2,1030.4,39.4,1.3199999999999998,3540.0
2021-01-02 11:00:00,-3.4,0.0,312.9,3.4,1025.2,1030.4,35.05,1.6899999999999995,3540.0
2021-01-02 12:00:00,-2.1,0.0,287.20000000000005,3.3499999999999996,1024.9,1030.0,32.1,1.8200000000000003,3540.0
2021-01-02 13:00:00,-1.6,0.0,285.15,4.2,1024.4,1029.5,35.349999999999994,1.7200000000000006,3540.0
2021-01-02 14:00:00,-1.3,0.0,279.6,4.2,1024.2,1029.3,37.0,1.4299999999999997,3480.0
2021-01-02 15:00:00,-1.3,0.0,317.95,4.1,1024.2,1029.3,35.45,0.9599999999999991,3540.0
2021-01-02 16:00:00,-2.0,0.0,303.8,4.0,1025.0,1030.1,36.849999999999994,0.40000000000000036,3540.0
2021-01-02 17:00:00,-2.8,0.0,282.3,3.1500000000000004,1025.6,1030.8,45.8,0.0,420.0
2021-01-02 18:00:00,-3.2,0.0,273.1,2.2,1026.2,1031.4,52.55,0.0,0.0
2021-01-02 19:00:00,-4.15,0.0,286.1,1.0,1026.4,1031.6,57.849999999999994,0.0,0.0
2021-01-02 20:00:00,-5.0,0.0,269.6,0.8,1026.6,1031.8,60.650000000000006,0.0,0.0
2021-01-02 21:00:00,-4.6,0.0,327.3,1.9,1026.6,1031.8,56.6,0.0,0.0
2021-01-02 22:00:00,-5.0,0.0,314.95,2.6,1026.6,1031.8,56.9,0.0,0.0
2021-01-02 23:00:00,-5.8,0.0,303.8,2.7,1026.9,1032.1,56.1,0.0,0.0
2021-01-03 00:00:00,-6.1,0.0,303.25,3.0,1028.0,1033.2,53.9,0.0,0.0
2021-01-03 01:00:00,-7.1,0.0,304.95,2.6,1028.3,1033.6,56.7,0.0,0.0
2021-01-03 02:00:00,-7.5,0.0,306.15,2.2,1029.1,1034.4,54.3,0.0,0.0
2021-01-03 03:00:00,-8.0,0.0,312.85,1.5,1029.3,1034.6,54.0,0.0,0.0
2021-01-03 04:00:00,-8.7,0.0,246.7,0.7,1029.1,1034.4,57.4,0.0,0.0
2021-01-03 05:00:00,-9.6,0.0,244.55,0.8,1029.7,1035.0,65.0,0.0,0.0
2021-01-03 06:00:00,-9.649999999999999,0.0,96.85,0.55,1030.0,1035.3,66.9,0.0,0.0
2021-01-03 07:00:00,-9.9,0.0,117.75,0.7,1030.05,1035.35,68.15,0.0,0.0
2021-01-03 08:00:00,-8.8,0.0,111.8,1.3,1030.3,1035.6,66.05,0.24,2820.0
2021-01-03 09:00:00,-6.2,0.0,120.55000000000001,0.8,1030.6,1035.9,57.849999999999994,0.79,3540.0
2021-01-03 10:00:00,-4.1,0.0,280.35,1.2,1030.2,1035.4,47.05,1.3,3540.0
2021-01-03 11:00:00,-2.75,0.0,302.25,2.1,1030.0,1035.2,38.3,1.58,3540.0
2021-01-03 12:00:00,-1.5,0.0,296.45,2.7,1029.2,1034.35,35.75,1.7400000000000002,3540.0
2021-01-03 13:00:00,-0.8,0.0,304.79999999999995,3.1500000000000004,1028.7,1033.8,35.25,1.1100000000000003,1980.0
2021-01-03 14:00:00,-1.0,0.0,297.6,3.75,1028.6,1033.7,41.6,0.7200000000000006,0.0
2021-01-03 15:00:00,-1.1,0.0,300.54999999999995,2.9,1028.2,1033.3,43.25,0.4300000000000006,0.0
2021-01-03 16:00:00,-1.7,0.0,259.54999999999995,2.3,1028.4,1033.5,45.75,0.1999999999999993,0.0
2021-01-03 17:00:00,-2.8,0.0,253.25,1.9,1028.5,1033.7,52.25,0.0,0.0
2021-01-03 18:00:00,-3.3,0.0,254.55,1.2,1028.7,1033.9,56.650000000000006,0.0,0.0
2021-01-03 19:00:00,-4.0,0.0,245.5,1.0,1028.8,1034.0,59.3,0.0,0.0
2021-01-03 20:00:00,-4.6,0.0,255.10000000000002,0.55,1029.5,1034.7,63.35,0.0,0.0
2021-01-03 21:00:00,-4.8,0.0,277.5,0.5,1029.4,1034.6,64.7,0.0,0.0
2021-01-03 22:00:00,-5.9,0.0,279.3,1.1,1029.2,1034.4,70.55,0.0,0.0
2021-01-03 23:00:00,-6.9,0.0,282.65,0.9,1029.0,1034.3,75.15,0.0,0.0
2021-01-04 00:00:00,-7.7,0.0,289.45000000000005,0.8,1029.3,1034.6,78.95,0.0,0.0
2021-01-04 01:00:00,-8.5,0.0,273.8,1.0,1029.6,1034.9,81.9,0.0,0.0
2021-01-04 02:00:00,-8.5,0.0,287.6,1.05,1029.7,1035.0,80.6,0.0,0.0
2021-01-04 03:00:00,-8.9,0.0,282.15,0.95,1029.4,1034.7,79.8,0.0,0.0
2021-01-04 04:00:00,-9.5,0.0,279.5,0.8,1029.3,1034.6,79.45,0.0,0.0
2021-01-04 05:00:00,-9.8,0.0,146.85000000000002,0.6,1028.9,1034.2,80.45,0.0,0.0
2021-01-04 06:00:00,-9.649999999999999,0.0,56.599999999999994,0.5,1028.1,1033.4,80.0,0.0,0.0
2021-01-04 07:00:00,-8.9,0.0,9.75,0.1,1028.7,1034.0,77.65,0.0,0.0
2021-01-04 08:00:00,-7.5,0.0,114.95,0.8,1028.7,1034.0,71.65,0.19,1380.0
2021-01-04 09:00:00,-4.6,0.0,142.05,0.75,1028.9,1034.1,54.6,0.6100000000000001,2460.0
2021-01-04 10:00:00,-3.0,0.0,112.35,1.75,1028.9,1034.1,44.1,0.91,2220.0
2021-01-04 11:00:00,-1.9,0.0,106.45,2.1,1028.1,1033.25,46.5,1.19,3000.0
2021-01-04 12:00:00,-0.8,0.0,116.5,1.8,1027.0,1032.1,46.8,1.13,1920.0
2021-01-04 13:00:00,-0.4,0.0,150.15,1.8,1026.0,1031.1,46.2,0.8100000000000005,0.0
2021-01-04 14:00:00,0.1,0.0,182.75,1.2,1025.3,1030.4,45.7,0.6500000000000004,0.0
2021-01-04 15:00:00,0.0,0.0,76.69999999999999,1.4,1025.2,1030.3,54.55,0.33000000000000007,0.0
2021-01-04 16:00:00,-0.3,0.0,64.05000000000001,1.2,1024.8,1029.9,60.95,0.11000000000000032,0.0
2021-01-04 17:00:00,-0.75,0.0,121.30000000000001,1.5,1024.7,1029.8,67.65,0.0,0.0
2021-01-04 18:00:00,-1.55,0.0,102.45,1.8,1024.1,1029.2,79.3,0.0,0.0
2021-01-04 19:00:00,-1.2,0.0,80.15,1.5,1023.8,1028.9,73.5,0.0,0.0
2021-01-04 20:00:00,-1.0,0.0,85.05000000000001,1.3,1023.5,1028.6,66.6,0.0,0.0
2021-01-04 21:00:00,-0.8,0.0,94.2,1.3,1023.4,1028.5,63.3,0.0,0.0
2021-01-04 22:00:00,-0.8,0.0,224.10000000000002,0.8,1023.3,1028.4,64.9,0.0,0.0
2021-01-04 23:00:00,-1.0,0.0,323.9,1.0,1023.7,1028.8,75.15,0.0,0.0
2021-01-05 00:00:00,-0.9,0.0,300.95,0.55,1023.7,1028.8,75.95,0.0,0.0
2021-01-05 01:00:00,-1.0,0.0,335.65,2.3,1023.8499999999999,1028.95,73.5,0.0,0.0
2021-01-05 02:00:00,-1.8,0.0,309.2,1.4,1024.1,1029.2,76.0,0.0,0.0
2021-01-05 03:00:00,-2.95,0.0,321.04999999999995,1.3,1023.8,1029.0,80.65,0.0,0.0
2021-01-05 04:00:00,-2.8,0.0,318.55,1.5,1023.9,1029.0,76.80000000000001,0.0,0.0
2021-01-05 05:00:00,-3.2,0.0,310.20000000000005,2.6,1024.0,1029.2,77.69999999999999,0.0,0.0
2021-01-05 06:00:00,-3.3,0.0,298.85,3.1,1024.95,1030.15,80.65,0.0,0.0
2021-01-05 07:00:00,-4.1,0.0,305.04999999999995,3.2,1026.1,1031.3,78.3,0.0,0.0
2021-01-05 08:00:00,-4.9,0.0,314.70000000000005,2.6500000000000004,1027.2,1032.4,76.85,0.23,2460.0
2021-01-05 09:00:00,-4.3,0.0,322.6,3.1500000000000004,1027.5,1032.7,47.55,0.79,3540.0
2021-01-05 10:00:00,-3.7,0.0,313.85,4.300000000000001,1027.8,1033.0,37.849999999999994,1.2999999999999998,3540.0
2021-01-05 11:00:00,-3.5,0.0,315.55,4.95,1027.8,1033.0,31.5,1.6500000000000004,3540.0
2021-01-05 12:00:00,-3.05,0.0,290.85,4.4,1026.5,1031.7,30.7,1.8400000000000007,3540.0
2021-01-05 13:00:00,-2.9,0.0,290.5,4.4,1025.5,1030.6,34.2,1.7800000000000002,3540.0
2021-01-05 14:00:00,-3.0,0.0,273.7,4.35,1025.2,1030.4,41.1,1.4500000000000002,3540.0
2021-01-05 15:00:00,-3.5,0.0,277.5,4.0,1024.9,1030.1,41.4,0.8599999999999994,3540.0
2021-01-05 16:00:00,-3.9,0.0,268.4,3.2,1024.5,1029.7,41.05,0.4499999999999993,3540.0
2021-01-05 17:00:00,-4.8,0.0,293.8,1.9,1024.5,1029.7,44.849999999999994,0.019999999999999574,1080.0
2021-01-05 18:00:00,-5.4,0.0,275.45,2.3,1024.9,1030.1,52.3,0.0,0.0
2021-01-05 19:00:00,-6.0,0.0,309.25,2.0,1025.3,1030.5,46.9,0.0,0.0
2021-01-05 20:00:00,-6.6,0.0,326.85,1.8,1025.3,1030.5,46.25,0.0,0.0
2021-01-05 21:00:00,-7.2,0.0,316.65,1.95,1025.2,1030.5,49.1,0.0,0.0
2021-01-05 22:00:00,-8.0,0.0,313.3,2.5,1024.8,1030.1,52.3,0.0,0.0
2021-01-05 23:00:00,-8.8,0.0,302.95,2.3,1025.0,1030.3,53.5,0.0,0.0
2021-01-06 00:00:00,-9.5,0.0,304.5,1.6,1025.1,1030.4,54.5,0.0,0.0
2021-01-06 01:00:00,-10.0,0.0,319.0,1.25,1024.9,1030.2,59.8,0.0,0.0
2021-01-06 02:00:00,-10.5,0.0,317.4,1.2,1024.9,1030.2,63.0,0.0,0.0
2021-01-06 03:00:00,-10.6,0.0,326.1,1.2,1024.5,1029.8,63.4,0.0,0.0
2021-01-06 04:00:00,-10.95,0.0,325.15,1.2,1023.6,1028.9,63.150000000000006,0.0,0.0
2021-01-06 05:00:00,-12.1,0.0,42.2,0.6,1023.1,1028.4,68.30000000000001,0.0,0.0
2021-01-06 06:00:00,-12.05,0.0,264.4,0.7,1023.3,1028.6,72.45,0.0,0.0
2021-01-06 07:00:00,-12.1,0.0,253.8,1.1,1023.1,1028.4,73.1,0.0,0.0
2021-01-06 08:00:00,-11.0,0.0,251.85,0.7,1023.2,1028.5,68.2,0.27,3360.0
2021-01-06 09:00:00,-8.7,0.0,286.6,1.3,1023.8,1029.0,59.45,0.8300000000000001,3540.0
2021-01-06 10:00:00,-6.95,0.0,297.1,2.45,1023.5,1028.7,55.3,1.35,3540.0
2021-01-06 11:00:00,-5.95,0.0,307.45,2.9,1022.0,1027.2,51.349999999999994,1.7100000000000004,3540.0
2021-01-06 12:00:00,-4.6,0.0,303.05,2.7,1020.55,1025.75,35.9,1.8999999999999995,3540.0
2021-01-06 13:00:00,-3.8,0.0,302.7,1.85,1018.6500000000001,1023.75,30.6,1.79,3540.0
2021-01-06 14:00:00,-3.2,0.0,127.65,1.6,1017.5,1022.6,27.9,1.4900000000000002,3540.0
2021-01-06 15:00:00,-2.6,0.0,210.05,1.6,1017.1,1022.2,26.3,0.9800000000000004,3540.0
2021-01-06 16:00:00,-2.7,0.0,227.95,2.1,1016.8,1021.9,27.55,0.41000000000000014,3540.0
2021-01-06 17:00:00,-3.7,0.0,191.25,2.6,1015.7,1020.8,28.5,0.009999999999999787,420.0
2021-01-06 18:00:00,-3.9,0.0,166.8,3.05,1014.8,1019.9,37.9,0.0,0.0
2021-01-06 19:00:00,-4.6,0.0,193.75,3.9,1014.3,1019.4,75.2,0.0,0.0
2021-01-06 20:00:00,-5.0,1.3,205.4,2.7,1013.4,1018.5,98.0,0.0,0.0
2021-01-06 21:00:00,-4.2,3.1,269.2,3.3499999999999996,1013.0,1018.1,99.9,0.0,0.0
2021-01-06 22:00:00,-4.1,4.6,274.3,4.85,1012.1,1017.2,98.15,0.0,0.0
2021-01-06 23:00:00,-5.95,5.4,294.1,6.1,1013.0,1018.1500000000001,99.0,0.0,0.0
2021-01-07 00:00:00,-9.05,0.0,307.45,6.3,1015.4,1020.6,80.65,0.0,0.0
2021-01-07 01:00:00,-10.3,0.0,307.35,4.6,1016.55,1021.8499999999999,67.85,0.0,0.0
2021-01-07 02:00:00,-11.0,,305.15,5.4,1018.1,1023.4,61.45,0.0,0.0
2021-01-07 03:00:00,-12.8,,313.75,4.4,1018.9,1024.2,62.55,0.0,0.0
2021-01-07 04:00:00,-13.6,,311.15,4.55,1019.4,1024.7,64.3,0.0,0.0
2021-01-07 05:00:00,-14.3,,306.29999999999995,5.300000000000001,1020.1,1025.5,62.85,0.0,0.0
2021-01-07 06:00:00,-14.9,,307.3,5.1,1021.0,1026.4,59.6,0.0,0.0
2021-01-07 07:00:00,-15.5,,311.75,3.45,1021.8,1027.2,63.3,0.0,0.0
2021-01-07 08:00:00,-15.6,,315.35,3.6500000000000004,1022.5,1027.9,63.0,0.29,3360.0
2021-01-07 09:00:00,-14.95,,315.54999999999995,4.2,1023.8,1029.2,63.55,0.9199999999999999,3540.0
2021-01-07 10:00:00,-14.3,,311.2,4.85,1023.7,1029.1,57.05,1.4800000000000002,3540.0
2021-01-07 11:00:00,-13.6,,303.79999999999995,5.0,1023.2,1028.6,49.45,1.8600000000000003,3540.0
2021-01-07 12:00:00,-12.9,,306.79999999999995,4.6,1022.4,1027.7,47.349999999999994,1.9799999999999995,3540.0
2021-01-07 13:00:00,-12.5,,310.35,4.4,1022.2,1027.5,43.9,1.9299999999999997,3540.0
2021-01-07 14:00:00,-12.2,,310.8,5.15,1022.1,1027.4,40.7,1.6199999999999992,3540.0
2021-01-07 15:00:00,-12.1,,314.7,4.9,1022.2,1027.5,42.55,1.120000000000001,3540.0
2021-01-07 16:00:00,-12.3,,311.04999999999995,3.8,1022.4,1027.7,42.650000000000006,0.4900000000000002,3540.0
2021-01-07 17:00:00,-12.95,,321.45,2.6500000000000004,1022.4,1027.75,45.9,0.02999999999999936,1260.0
2021-01-07 18:00:00,-13.8,,312.85,2.3,1022.4,1027.8,45.25,0.0,0.0
2021-01-07 19:00:00,-14.2,,321.6,2.0,1022.4,1027.8,45.349999999999994,0.0,0.0
2021-01-07 20:00:00,-14.2,,317.1,2.7,1022.4,1027.8,48.85,0.0,0.0
2021-01-07 21:00:00,-14.7,,315.70000000000005,2.3,1022.1500000000001,1027.55,53.95,0.0,0.0
2021-01-07 22:00:00,-15.1,,316.9,2.2,1021.9,1027.3,58.7,0.0,0.0
2021-01-07 23:00:00,-15.1,,320.25,2.9,1021.6,1027.0,59.6,0.0,0.0
2021-01-08 00:00:00,-15.5,0.0,313.8,2.55,1021.4,1026.8,58.55,0.0,0.0
2021-01-08 01:00:00,-15.95,0.0,319.15,2.8,1021.5,1026.9,59.25,0.0,0.0
2021-01-08 02:00:00,-16.3,0.0,324.9,3.5,1021.8,1027.2,54.6,0.0,0.0
2021-01-08 03:00:00,-17.0,0.0,318.75,3.2,1022.0,1027.4,54.0,0.0,0.0
2021-01-08 04:00:00,-17.1,0.0,321.05,3.2,1022.1,1027.5,51.7,0.0,0.0
2021-01-08 05:00:00,-17.45,0.0,322.4,1.7,1022.0,1027.4,52.9,0.0,0.0
2021-01-08 06:00:00,-17.6,0.0,316.54999999999995,1.2,1022.0,1027.4,55.2,0.0,0.0
2021-01-08 07:00:00,-17.3,0.0,309.2,2.3,1022.0,1027.4,52.75,0.0,0.0
2021-01-08 08:00:00,-17.0,0.0,301.1,1.2,1021.9,1027.3,50.0,0.28,3360.0
2021-01-08 09:00:00,-15.8,0.0,278.65,1.6,1022.2,1027.6,47.5,0.8799999999999999,3540.0
2021-01-08 10:00:00,-15.0,0.0,286.0,2.4,1022.1,1027.5,45.75,1.4400000000000002,3540.0
2021-01-08 11:00:00,-13.850000000000001,0.0,305.55,2.6,1021.3,1026.7,45.1,1.8100000000000005,3540.0
2021-01-08 12:00:00,-13.1,0.0,290.85,2.4,1020.2,1025.5,43.95,1.96,3540.0
2021-01-08 13:00:00,-12.4,0.0,298.65,3.9,1019.2,1024.5,44.8,1.8599999999999994,3540.0
2021-01-08 14:00:00,-11.7,0.0,295.65,3.0,1018.7,1024.0,44.4,1.58,3540.0
2021-01-08 15:00:00,-10.9,0.0,293.95000000000005,4.1,1018.4,1023.7,45.4,1.0999999999999996,3540.0
2021-01-08 16:00:00,-10.95,0.0,302.75,3.6,1018.3,1023.6,45.9,0.4900000000000002,3540.0
2021-01-08 17:00:00,-11.7,0.0,302.35,2.3499999999999996,1018.4,1023.7,49.25,0.02000000000000135,1080.0
2021-01-08 18:00:00,-12.1,0.0,305.25,1.7,1018.8,1024.1,52.45,0.0,0.0
2021-01-08 19:00:00,-12.8,0.0,310.0,2.4,1019.1,1024.4,51.55,0.0,0.0
2021-01-08 20:00:00,-13.4,0.0,321.25,2.05,1019.6,1024.9,54.8,0.0,0.0
2021-01-08 21:00:00,-13.7,0.0,314.29999999999995,2.8499999999999996,1020.05,1025.35,60.4,0.0,0.0
2021-01-08 22:00:00,-14.4,0.0,321.75,2.3499999999999996,1020.5,1025.9,64.05,0.0,0.0
2021-01-08 23:00:00,-14.649999999999999,0.0,313.9,2.95,1020.5,1025.9,54.95,0.0,0.0
2021-01-09 00:00:00,-15.0,0.0,25.1,1.4,1020.2,1025.6,57.05,0.0,0.0
2021-01-09 01:00:00,-15.05,0.0,308.20000000000005,1.25,1020.2,1025.6,54.7,0.0,0.0
2021-01-09 02:00:00,-16.6,0.0,252.6,1.2,1020.45,1025.85,64.4,0.0,0.0
2021-01-09 03:00:00,-17.05,0.0,248.05,0.9,1020.25,1025.65,67.5,0.0,0.0
2021-01-09 04:00:00,-18.05,0.0,269.0,1.05,1019.8,1025.2,71.6,0.0,0.0
2021-01-09 05:00:00,-18.2,0.0,264.85,0.9,1020.0,1025.4,75.4,0.0,0.0
2021-01-09 06:00:00,-18.1,0.0,232.2,0.8,1020.1,1025.5,73.65,0.0,0.0
2021-01-09 07:00:00,-17.7,0.0,138.3,1.2,1019.7,1025.1,74.75,0.0,0.0
2021-01-09 08:00:00,-16.9,0.0,124.1,1.15,1020.3,1025.7,73.5,0.3,3300.0
2021-01-09 09:00:00,-14.8,0.0,131.65,1.55,1020.7,1026.1,63.85,0.8799999999999999,3540.0
2021-01-09 10:00:00,-13.1,0.0,185.10000000000002,2.05,1021.1,1026.4,56.1,1.2600000000000002,3540.0
2021-01-09 11:00:00,-11.8,0.0,219.10000000000002,1.5,1020.8,1026.1,46.8,1.5599999999999996,3540.0
2021-01-09 12:00:00,-10.2,0.0,230.89999999999998,1.1,1019.7,1025.0,43.4,1.7299999999999995,3540.0
2021-01-09 13:00:00,-9.4,0.0,287.65,2.5,1019.3,1024.6,44.25,1.6600000000000001,3540.0
2021-01-09 14:00:00,-8.7,0.0,271.15,3.0,1018.9,1024.1,47.05,1.4799999999999995,3540.0
2021-01-09 15:00:00,-7.9,0.0,291.15,2.8499999999999996,1018.7,1023.9,47.0,1.0600000000000005,3540.0
2021-01-09 16:00:00,-8.0,0.0,293.95,3.0,1018.9,1024.1,49.05,0.47999999999999865,3540.0
2021-01-09 17:00:00,-8.9,0.0,297.5,2.5,1019.3,1024.5,54.4,0.030000000000001137,1260.0
2021-01-09 18:00:00,-9.6,0.0,300.05,2.1,1019.8499999999999,1025.15,57.7,0.0,0.0
2021-01-09 19:00:00,-10.1,0.0,310.15,2.9,1020.8499999999999,1026.15,58.05,0.0,0.0
2021-01-09 20:00:00,-10.6,0.0,318.6,1.25,1021.3,1026.6,57.849999999999994,0.0,0.0
2021-01-09 21:00:00,-11.5,0.0,315.4,0.9,1022.0,1027.3,61.55,0.0,0.0
2021-01-09 22:00:00,-11.7,0.0,292.4,0.9,1022.1,1027.4,62.349999999999994,0.0,0.0
2021-01-09 23:00:00,-11.9,0.0,280.6,1.0,1022.2,1027.5,64.4,0.0,0.0
2021-01-10 00:00:00,-13.0,0.0,256.6,0.9,1022.3,1027.7,69.1,0.0,0.0
2021-01-10 01:00:00,-13.5,0.0,249.55,1.1,1022.5,1027.9,72.9,0.0,0.0
2021-01-10 02:00:00,-14.1,0.0,242.8,0.6,1023.0,1028.4,75.6,0.0,0.0
2021-01-10 03:00:00,-14.95,0.0,239.1,0.5,1022.9,1028.3,79.55,0.0,0.0
2021-01-10 04:00:00,-15.4,0.0,296.25,0.45,1022.95,1028.35,82.55,0.0,0.0
2021-01-10 05:00:00,-16.4,0.0,295.6,0.9,1022.8,1028.2,86.3,0.0,0.0
2021-01-10 06:00:00,-15.8,0.0,107.15,0.8500000000000001,1023.0,1028.4,87.25,0.0,0.0
2021-01-10 07:00:00,-15.4,0.0,129.05,0.8,1023.4,1028.8,86.55,0.0,0.0
2021-01-10 08:00:00,-14.5,0.0,57.1,0.2,1023.75,1029.15,85.1,0.45,3240.0
2021-01-10 09:00:00,-10.75,0.0,122.25,0.95,1024.3,1029.6,68.0,1.19,3540.0
2021-01-10 10:00:00,-9.1,0.0,157.9,1.8,1024.2,1029.5,61.8,1.5,3540.0
2021-01-10 11:00:00,-7.1,0.0,169.5,1.5,1023.6,1028.8,52.6,1.6899999999999995,3540.0
2021-01-10 12:00:00,-6.0,0.0,147.35000000000002,1.7,1022.8,1028.0,49.7,1.8899999999999997,3540.0
2021-01-10 13:00:00,-4.9,0.0,127.75,1.4,1022.1,1027.3,46.55,1.7599999999999998,3540.0
2021-01-10 14:00:00,-3.8,0.0,152.75,1.3,1021.4,1026.6,44.6,1.4399999999999995,3540.0
2021-01-10 15:00:00,-3.2,0.0,178.14999999999998,0.8,1021.6,1026.7,44.0,0.7599999999999998,2340.0
2021-01-10 16:00:00,-3.6,0.0,102.85,1.0,1021.8,1027.0,46.7,0.26000000000000156,840.0
2021-01-10 17:00:00,-3.8,0.0,328.05,1.15,1022.1500000000001,1027.35,51.0,0.0,0.0
2021-01-10 18:00:00,-4.1,0.0,34.2,0.9,1022.9,1028.1,54.45,0.0,0.0
2021-01-10 19:00:00,-4.4,0.0,65.0,1.05,1023.6,1028.8,59.8,0.0,0.0
2021-01-10 20:00:00,-4.5,0.0,28.7,0.8,1024.3,1029.5,63.6,0.0,0.0
2021-01-10 21:00:00,-5.5,0.0,102.45,0.6,1024.1,1029.3,68.8,0.0,0.0
2021-01-10 22:00:00,-6.75,0.0,185.75,0.9,1024.2,1029.4,73.35,0.0,0.0
2021-01-10 23:00:00,-9.0,0.0,292.15,0.8500000000000001,1025.0,1030.3,81.55,0.0,0.0
2021-01-11 00:00:00,-9.9,0.0,268.79999999999995,0.9,1025.1,1030.4,88.69999999999999,0.0,0.0
2021-01-11 01:00:00,-10.75,0.0,297.5,1.1,1025.4,1030.7,90.3,0.0,0.0
2021-01-11 02:00:00,-10.850000000000001,0.0,326.55,1.5,1025.2,1030.5,92.2,0.0,0.0
2021-01-11 03:00:00,-10.649999999999999,0.0,299.85,1.2,1024.6,1029.9,88.2,0.0,0.0
2021-01-11 04:00:00,-11.5,0.0,239.8,0.8,1024.6,1029.9,89.65,0.0,0.0
2021-01-11 05:00:00,-11.25,0.0,147.35,0.5,1024.6,1029.9,90.6,0.0,0.0
2021-01-11 06:00:00,-11.7,0.0,296.29999999999995,0.7,1024.7,1030.0,90.9,0.0,0.0
2021-01-11 07:00:00,-10.7,0.0,290.75,0.5,1024.4,1029.7,90.1,0.0,0.0
2021-01-11 08:00:00,-10.2,0.0,286.95000000000005,0.7,1024.3,1029.6,88.35,0.06,0.0
2021-01-11 09:00:00,-8.55,0.0,111.44999999999999,0.15000000000000002,1024.5,1029.8,85.05,0.26,0.0
2021-01-11 10:00:00,-7.3,0.0,218.95,0.9,1025.0,1030.2,80.7,0.39999999999999997,0.0
2021-01-11 11:00:00,-5.9,0.0,138.9,1.5,1023.8,1029.0,75.5,0.51,0.0
