Hour,Date,P(kWh),h_max
00,2021-06-01,0,102789.0
01,2021-06-01,0,102789.0
02,2021-06-01,0,102789.0
03,2021-06-01,0,102789.0
04,2021-06-01,0,102789.0
05,2021-06-01,0,102789.0
06,2021-06-01,6,102795.0
07,2021-06-01,16,102811.0
08,2021-06-01,26,102837.0
09,2021-06-01,32,102869.0
10,2021-06-01,53,102922.0
11,2021-06-01,51,102973.0
12,2021-06-01,54,103027.0
13,2021-06-01,55,103082.0
14,2021-06-01,40,103122.0
15,2021-06-01,31,103153.0
16,2021-06-01,12,103165.0
17,2021-06-01,11,103176.0
18,2021-06-01,4,103180.0
19,2021-06-01,1,103181.0
20,2021-06-01,0,103181.0
21,2021-06-01,0,103181.0
22,2021-06-01,0,103181.0
23,2021-06-01,0,103181.0
Hour,Date,P(kWh),h_max
00,2021-06-02,0,103181.0
01,2021-06-02,0,103181.0
02,2021-06-02,0,103181.0
03,2021-06-02,0,103181.0
04,2021-06-02,0,103181.0
05,2021-06-02,2,103183.0
06,2021-06-02,7,103190.0
07,2021-06-02,16,103206.0
08,2021-06-02,35,103241.0
09,2021-06-02,51,103292.0
10,2021-06-02,61,103353.0
11,2021-06-02,70,103423.0
12,2021-06-02,72,103495.0
13,2021-06-02,71,103566.0
14,2021-06-02,72,103638.0
15,2021-06-02,60,103698.0
16,2021-06-02,45,103743.0
17,2021-06-02,29,103772.0
18,2021-06-02,9,103781.0
19,2021-06-02,2,103783.0
20,2021-06-02,0,103783.0
21,2021-06-02,0,103783.0
22,2021-06-02,0,103783.0
23,2021-06-02,0,103783.0
Hour,Date,P(kWh),h_max
00,2021-06-03,0,103783.0
01,2021-06-03,0,103783.0
02,2021-06-03,0,103783.0
03,2021-06-03,0,103783.0
04,2021-06-03,0,103783.0
05,2021-06-03,1,103784.0
06,2021-06-03,6,103790.0
07,2021-06-03,16,103806.0
08,2021-06-03,13,103819.0
09,2021-06-03,9,103828.0
10,2021-06-03,15,103843.0
11,2021-06-03,21,103864.0
12,2021-06-03,8,103872.0
13,2021-06-03,6,103878.0
14,2021-06-03,6,103884.0
15,2021-06-03,3,103887.0
16,2021-06-03,3,103890.0
17,2021-06-03,2,103892.0
18,2021-06-03,1,103893.0
19,2021-06-03,1,103894.0
20,2021-06-03,0,103894.0
21,2021-06-03,0,103894.0
22,2021-06-03,0,103894.0
23,2021-06-03,0,103894.0
Hour,Date,P(kWh),h_max
00,2021-06-04,0,103894.0
01,2021-06-04,0,103894.0
02,2021-06-04,0,103894.0
03,2021-06-04,0,103894.0
04,2021-06-04,0,103894.0
05,2021-06-04,1,103895.0
06,2021-06-04,6,103901.0
07,2021-06-04,10,103911.0
08,2021-06-04,17,103928.0
09,2021-06-04,45,103973.0
10,2021-06-04,68,104041.0
11,2021-06-04,80,104121.0
12,2021-06-04,84,104205.0
13,2021-06-04,84,104289.0
14,2021-06-04,35,104324.0
17,2021-06-04,214,104538.0
18,2021-06-04,17,104555.0
19,2021-06-04,2,104557.0
20,2021-06-04,0,104557.0
21,2021-06-04,0,104557.0
22,2021-06-04,0,104557.0
23,2021-06-04,0,104557.0
Hour,Date,P(kWh),h_max
00,2021-06-05,0,104557.0
01,2021-06-05,0,104557.0
02,2021-06-05,0,104557.0
03,2021-06-05,0,104557.0
04,2021-06-05,0,104557.0
05,2021-06-05,0,104557.0
06,2021-06-05,9,104566.0
07,2021-06-05,4,104570.0
08,2021-06-05,11,104581.0
09,2021-06-05,22,104603.0
10,2021-06-05,54,104657.0
11,2021-06-05,51,104708.0
12,2021-06-05,68,104776.0
13,2021-06-05,80,104856.0
14,2021-06-05,79,104935.0
17,2021-06-05,159,105094.0
18,2021-06-05,17,105111.0
19,2021-06-05,2,105113.0
20,2021-06-05,0,105113.0
21,2021-06-05,0,105113.0
22,2021-06-05,0,105113.0
23,2021-06-05,0,105113.0
Hour,Date,P(kWh),h_max
00,2021-06-06,0,105113.0
01,2021-06-06,0,105113.0
02,2021-06-06,0,105113.0
03,2021-06-06,0,105113.0
04,2021-06-06,0,105113.0
05,2021-06-06,1,105114.0
06,2021-06-06,5,105119.0
07,2021-06-06,15,105134.0
08,2021-06-06,27,105161.0
09,2021-06-06,22,105183.0
10,2021-06-06,50,105233.0
11,2021-06-06,47,105280.0
12,2021-06-06,62,105342.0
13,2021-06-06,76,105418.0
14,2021-06-06,72,105490.0
17,2021-06-06,153,105643.0
18,2021-06-06,15,105658.0
19,2021-06-06,2,105660.0
20,2021-06-06,0,105660.0
21,2021-06-06,0,105660.0
22,2021-06-06,0,105660.0
23,2021-06-06,0,105660.0
Hour,Date,P(kWh),h_max
00,2021-06-07,0,105660.0
01,2021-06-07,0,105660.0
02,2021-06-07,0,105660.0
03,2021-06-07,0,105660.0
04,2021-06-07,0,105660.0
05,2021-06-07,1,105661.0
06,2021-06-07,7,105668.0
07,2021-06-07,8,105676.0
08,2021-06-07,11,105687.0
09,2021-06-07,13,105700.0
10,2021-06-07,9,105709.0
11,2021-06-07,9,105718.0
12,2021-06-07,9,105727.0
13,2021-06-07,54,105781.0
14,2021-06-07,58,105839.0
17,2021-06-07,97,105936.0
18,2021-06-07,10,105946.0
19,2021-06-07,1,105947.0
20,2021-06-07,0,105947.0
21,2021-06-07,0,105947.0
22,2021-06-07,0,105947.0
23,2021-06-07,0,105947.0
Hour,Date,P(kWh),h_max
00,2021-06-08,0,105947.0
01,2021-06-08,0,105947.0
02,2021-06-08,0,105947.0
03,2021-06-08,0,105947.0
04,2021-06-08,0,105947.0
05,2021-06-08,1,105948.0
06,2021-06-08,5,105953.0
07,2021-06-08,15,105968.0
08,2021-06-08,33,106001.0
09,2021-06-08,46,106047.0
10,2021-06-08,62,106109.0
11,2021-06-08,68,106177.0
12,2021-06-08,70,106247.0
13,2021-06-08,57,106304.0
14,2021-06-08,49,106353.0
17,2021-06-08,68,106421.0
18,2021-06-08,6,106427.0
19,2021-06-08,2,106429.0
20,2021-06-08,0,106429.0
21,2021-06-08,0,106429.0
22,2021-06-08,0,106429.0
23,2021-06-08,0,106429.0
Hour,Date,P(kWh),h_max
00,2021-06-09,0,106429.0
01,2021-06-09,0,106429.0
02,2021-06-09,0,106429.0
03,2021-06-09,0,106429.0
04,2021-06-09,0,106429.0
05,2021-06-09,1,106430.0
06,2021-06-09,7,106437.0
07,2021-06-09,15,106452.0
08,2021-06-09,29,106481.0
09,2021-06-09,45,106526.0
10,2021-06-09,59,106585.0
11,2021-06-09,66,106651.0
12,2021-06-09,69,106720.0
13,2021-06-09,60,106780.0
14,2021-06-09,68,106848.0
17,2021-06-09,124,106972.0
18,2021-06-09,8,106980.0
19,2021-06-09,2,106982.0
20,2021-06-09,0,106982.0
21,2021-06-09,0,106982.0
22,2021-06-09,0,106982.0
23,2021-06-09,0,106982.0
Hour,Date,P(kWh),h_max
00,2021-06-10,0,106982.0
01,2021-06-10,0,106982.0
02,2021-06-10,0,106982.0
03,2021-06-10,0,106982.0
04,2021-06-10,0,106982.0
05,2021-06-10,1,106983.0
06,2021-06-10,5,106988.0
07,2021-06-10,12,107000.0
08,2021-06-10,28,107028.0
09,2021-06-10,38,107066.0
10,2021-06-10,44,107110.0
11,2021-06-10,26,107136.0
12,2021-06-10,49,107185.0
13,2021-06-10,52,107237.0
14,2021-06-10,45,107282.0
17,2021-06-10,34,107316.0
18,2021-06-10,2,107318.0
19,2021-06-10,0,107318.0
20,2021-06-10,0,107318.0
21,2021-06-10,0,107318.0
22,2021-06-10,0,107318.0
23,2021-06-10,0,107318.0
Hour,Date,P(kWh),h_max
00,2021-06-11,0,107318.0
01,2021-06-11,0,107318.0
02,2021-06-11,0,107318.0
03,2021-06-11,0,107318.0
04,2021-06-11,0,107318.0
05,2021-06-11,1,107319.0
06,2021-06-11,3,107322.0
07,2021-06-11,6,107328.0
08,2021-06-11,8,107336.0
09,2021-06-11,14,107350.0
10,2021-06-11,21,107371.0
11,2021-06-11,27,107398.0
12,2021-06-11,35,107433.0
13,2021-06-11,35,107468.0
14,2021-06-11,34,107502.0
17,2021-06-11,134,107636.0
18,2021-06-11,16,107652.0
19,2021-06-11,3,107655.0
20,2021-06-11,0,107655.0
21,2021-06-11,0,107655.0
22,2021-06-11,0,107655.0
23,2021-06-11,0,107655.0
Hour,Date,P(kWh),h_max
00,2021-06-12,0,107655.0
01,2021-06-12,0,107655.0
02,2021-06-12,0,107655.0
03,2021-06-12,0,107655.0
04,2021-06-12,0,107655.0
05,2021-06-12,0,107655.0
06,2021-06-12,5,107660.0
07,2021-06-12,17,107677.0
08,2021-06-12,37,107714.0
09,2021-06-12,54,107768.0
10,2021-06-12,67,107835.0
11,2021-06-12,71,107906.0
12,2021-06-12,78,107984.0
13,2021-06-12,72,108056.0
14,2021-06-12,77,108133.0
17,2021-06-12,127,108260.0
18,2021-06-12,10,108270.0
19,2021-06-12,3,108273.0
20,2021-06-12,0,108273.0
21,2021-06-12,0,108273.0
22,2021-06-12,0,108273.0
23,2021-06-12,0,108273.0
Hour,Date,P(kWh),h_max
00,2021-06-13,0,108273.0
01,2021-06-13,0,108273.0
02,2021-06-13,0,108273.0
03,2021-06-13,0,108273.0
04,2021-06-13,0,108273.0
05,2021-06-13,1,108274.0
06,2021-06-13,5,108279.0
07,2021-06-13,9,108288.0
08,2021-06-13,15,108303.0
09,2021-06-13,27,108330.0
10,2021-06-13,44,108374.0
11,2021-06-13,72,108446.0
12,2021-06-13,81,108527.0
13,2021-06-13,82,108609.0
14,2021-06-13,78,108687.0
17,2021-06-13,156,108843.0
18,2021-06-13,19,108862.0
19,2021-06-13,2,108864.0
20,2021-06-13,0,108864.0
21,2021-06-13,0,108864.0
22,2021-06-13,0,108864.0
23,2021-06-13,0,108864.0
Hour,Date,P(kWh),h_max
00,2021-06-14,0,108864.0
01,2021-06-14,0,108864.0
02,2021-06-14,0,108864.0
03,2021-06-14,0,108864.0
04,2021-06-14,0,108864.0
05,2021-06-14,1,108865.0
06,2021-06-14,6,108871.0
07,2021-06-14,10,108881.0
08,2021-06-14,31,108912.0
09,2021-06-14,41,108953.0
10,2021-06-14,49,109002.0
11,2021-06-14,52,109054.0
12,2021-06-14,67,109121.0
13,2021-06-14,51,109172.0
14,2021-06-14,67,109239.0
17,2021-06-14,96,109335.0
18,2021-06-14,13,109348.0
19,2021-06-14,1,109349.0
20,2021-06-14,0,109349.0
21,2021-06-14,0,109349.0
22,2021-06-14,0,109349.0
23,2021-06-14,0,109349.0
Hour,Date,P(kWh),h_max
00,2021-06-15,0,109349.0
01,2021-06-15,0,109349.0
02,2021-06-15,0,109349.0
03,2021-06-15,0,109349.0
04,2021-06-15,0,109349.0
05,2021-06-15,0,109349.0
06,2021-06-15,2,109351.0
07,2021-06-15,2,109353.0
08,2021-06-15,8,109361.0
09,2021-06-15,15,109376.0
10,2021-06-15,15,109391.0
11,2021-06-15,26,109417.0
12,2021-06-15,8,109425.0
13,2021-06-15,9,109434.0
14,2021-06-15,21,109455.0
17,2021-06-15,140,109595.0
18,2021-06-15,9,109604.0
19,2021-06-15,3,109607.0
20,2021-06-15,0,109607.0
21,2021-06-15,0,109607.0
22,2021-06-15,0,109607.0
23,2021-06-15,0,109607.0
Hour,Date,P(kWh),h_max
00,2021-06-16,0,109607.0
01,2021-06-16,0,109607.0
02,2021-06-16,0,109607.0
03,2021-06-16,0,109607.0
04,2021-06-16,0,109607.0
05,2021-06-16,0,109607.0
06,2021-06-16,4,109611.0
07,2021-06-16,15,109626.0
08,2021-06-16,37,109663.0
09,2021-06-16,50,109713.0
10,2021-06-16,51,109764.0
11,2021-06-16,64,109828.0
12,2021-06-16,52,109880.0
13,2021-06-16,49,109929.0
14,2021-06-16,66,109995.0
17,2021-06-16,120,110115.0
18,2021-06-16,7,110122.0
19,2021-06-16,1,110123.0
20,2021-06-16,0,110123.0
21,2021-06-16,0,110123.0
22,2021-06-16,0,110123.0
23,2021-06-16,0,110123.0
Hour,Date,P(kWh),h_max
00,2021-06-17,0,110123.0
01,2021-06-17,0,110123.0
02,2021-06-17,0,110123.0
03,2021-06-17,0,110123.0
04,2021-06-17,0,110123.0
05,2021-06-17,2,110125.0
06,2021-06-17,5,110130.0
07,2021-06-17,9,110139.0
08,2021-06-17,10,110149.0
09,2021-06-17,23,110172.0
10,2021-06-17,30,110202.0
11,2021-06-17,24,110226.0
12,2021-06-17,19,110245.0
13,2021-06-17,25,110270.0
14,2021-06-17,11,110281.0
17,2021-06-17,24,110305.0
18,2021-06-17,2,110307.0
19,2021-06-17,1,110308.0
20,2021-06-17,0,110308.0
21,2021-06-17,0,110308.0
22,2021-06-17,0,110308.0
23,2021-06-17,0,110308.0
Hour,Date,P(kWh),h_max
00,2021-06-18,0,110308.0
01,2021-06-18,0,110308.0
02,2021-06-18,0,110308.0
03,2021-06-18,0,110308.0
04,2021-06-18,0,110308.0
05,2021-06-18,0,110308.0
06,2021-06-18,1,110309.0
07,2021-06-18,3,110312.0
08,2021-06-18,6,110318.0
09,2021-06-18,9,110327.0
10,2021-06-18,10,110337.0
11,2021-06-18,12,110349.0
12,2021-06-18,32,110381.0
13,2021-06-18,12,110393.0
14,2021-06-18,21,110414.0
17,2021-06-18,43,110457.0
18,2021-06-18,3,110460.0
19,2021-06-18,1,110461.0
20,2021-06-18,0,110461.0
21,2021-06-18,0,110461.0
22,2021-06-18,0,110461.0
23,2021-06-18,0,110461.0
Hour,Date,P(kWh),h_max
00,2021-06-19,0,110461.0
01,2021-06-19,0,110461.0
02,2021-06-19,0,110461.0
03,2021-06-19,0,110461.0
04,2021-06-19,0,110461.0
05,2021-06-19,1,110462.0
06,2021-06-19,7,110469.0
07,2021-06-19,17,110486.0
08,2021-06-19,34,110520.0
09,2021-06-19,53,110573.0
10,2021-06-19,65,110638.0
11,2021-06-19,74,110712.0
12,2021-06-19,80,110792.0
13,2021-06-19,82,110874.0
14,2021-06-19,71,110945.0
17,2021-06-19,145,111090.0
18,2021-06-19,17,111107.0
19,2021-06-19,3,111110.0
20,2021-06-19,0,111110.0
21,2021-06-19,0,111110.0
22,2021-06-19,0,111110.0
23,2021-06-19,0,111110.0
Hour,Date,P(kWh),h_max
00,2021-06-20,0,111110.0
01,2021-06-20,0,111110.0
02,2021-06-20,0,111110.0
03,2021-06-20,0,111110.0
04,2021-06-20,0,111110.0
05,2021-06-20,2,111112.0
06,2021-06-20,9,111121.0
07,2021-06-20,18,111139.0
08,2021-06-20,34,111173.0
09,2021-06-20,50,111223.0
10,2021-06-20,57,111280.0
11,2021-06-20,59,111339.0
12,2021-06-20,54,111393.0
13,2021-06-20,71,111464.0
14,2021-06-20,69,111533.0
17,2021-06-20,125,111658.0
18,2021-06-20,14,111672.0
19,2021-06-20,1,111673.0
20,2021-06-20,0,111673.0
21,2021-06-20,0,111673.0
