Hour,Date,P(kWh),h_max
00,2021-04-01,0,74999.0
01,2021-04-01,0,74999.0
02,2021-04-01,0,74999.0
03,2021-04-01,0,74999.0
04,2021-04-01,0,74999.0
05,2021-04-01,0,74999.0
06,2021-04-01,2,75001.0
07,2021-04-01,9,75010.0
08,2021-04-01,24,75034.0
09,2021-04-01,42,75076.0
10,2021-04-01,61,75137.0
11,2021-04-01,74,75211.0
12,2021-04-01,66,75277.0
13,2021-04-01,50,75327.0
14,2021-04-01,61,75388.0
15,2021-04-01,44,75432.0
16,2021-04-01,34,75466.0
17,2021-04-01,16,75482.0
18,2021-04-01,3,75485.0
19,2021-04-01,0,75485.0
20,2021-04-01,0,75485.0
21,2021-04-01,0,75485.0
22,2021-04-01,0,75485.0
23,2021-04-01,0,75485.0
Hour,Date,P(kWh),h_max
00,2021-04-02,0,75485.0
01,2021-04-02,0,75485.0
02,2021-04-02,0,75485.0
03,2021-04-02,0,75485.0
04,2021-04-02,0,75485.0
05,2021-04-02,0,75485.0
06,2021-04-02,1,75486.0
07,2021-04-02,7,75493.0
08,2021-04-02,21,75514.0
09,2021-04-02,40,75554.0
10,2021-04-02,40,75594.0
11,2021-04-02,37,75631.0
12,2021-04-02,23,75654.0
13,2021-04-02,29,75683.0
14,2021-04-02,25,75708.0
15,2021-04-02,19,75727.0
16,2021-04-02,11,75738.0
17,2021-04-02,6,75744.0
18,2021-04-02,2,75746.0
19,2021-04-02,0,75746.0
20,2021-04-02,0,75746.0
21,2021-04-02,0,75746.0
22,2021-04-02,0,75746.0
23,2021-04-02,0,75746.0
Hour,Date,P(kWh),h_max
00,2021-04-03,0,75746.0
01,2021-04-03,0,75746.0
02,2021-04-03,0,75746.0
03,2021-04-03,0,75746.0
04,2021-04-03,0,75746.0
05,2021-04-03,0,75746.0
06,2021-04-03,0,75746.0
07,2021-04-03,2,75748.0
08,2021-04-03,5,75753.0
09,2021-04-03,6,75759.0
10,2021-04-03,5,75764.0
11,2021-04-03,5,75769.0
12,2021-04-03,5,75774.0
