Hour,Date,P(kWh),h_max
00,2021-05-01,0,88995.0
01,2021-05-01,0,88995.0
02,2021-05-01,0,88995.0
03,2021-05-01,0,88995.0
04,2021-05-01,0,88995.0
05,2021-05-01,0,88995.0
06,2021-05-01,2,88997.0
07,2021-05-01,8,89005.0
08,2021-05-01,16,89021.0
09,2021-05-01,37,89058.0
10,2021-05-01,71,89129.0
11,2021-05-01,80,89209.0
12,2021-05-01,60,89269.0
13,2021-05-01,78,89347.0
14,2021-05-01,52,89399.0
15,2021-05-01,23,89422.0
16,2021-05-01,9,89431.0
17,2021-05-01,19,89450.0
18,2021-05-01,6,89456.0
19,2021-05-01,0,89456.0
20,2021-05-01,0,89456.0
21,2021-05-01,0,89456.0
22,2021-05-01,0,89456.0
23,2021-05-01,0,89456.0
Hour,Date,P(kWh),h_max
00,2021-05-02,0,89456.0
01,2021-05-02,0,89456.0
02,2021-05-02,0,89456.0
03,2021-05-02,0,89456.0
04,2021-05-02,0,89456.0
05,2021-05-02,0,89456.0
06,2021-05-02,5,89461.0
07,2021-05-02,12,89473.0
08,2021-05-02,32,89505.0
09,2021-05-02,53,89558.0
10,2021-05-02,70,89628.0
11,2021-05-02,80,89708.0
12,2021-05-02,86,89794.0
13,2021-05-02,87,89881.0
14,2021-05-02,84,89965.0
15,2021-05-02,73,90038.0
16,2021-05-02,58,90096.0
17,2021-05-02,37,90133.0
18,2021-05-02,9,90142.0
19,2021-05-02,1,90143.0
20,2021-05-02,0,90143.0
21,2021-05-02,0,90143.0
22,2021-05-02,0,90143.0
23,2021-05-02,0,90143.0
Hour,Date,P(kWh),h_max
00,2021-05-03,0,90143.0
01,2021-05-03,0,90143.0
02,2021-05-03,0,90143.0
03,2021-05-03,0,90143.0
04,2021-05-03,0,90143.0
05,2021-05-03,0,90143.0
06,2021-05-03,5,90148.0
07,2021-05-03,14,90162.0
08,2021-05-03,35,90197.0
09,2021-05-03,54,90251.0
10,2021-05-03,69,90320.0
11,2021-05-03,78,90398.0
12,2021-05-03,83,90481.0
13,2021-05-03,85,90566.0
14,2021-05-03,79,90645.0
15,2021-05-03,68,90713.0
16,2021-05-03,48,90761.0
17,2021-05-03,20,90781.0
18,2021-05-03,7,90788.0
19,2021-05-03,0,90788.0
20,2021-05-03,0,90788.0
21,2021-05-03,0,90788.0
22,2021-05-03,0,90788.0
23,2021-05-03,0,90788.0
Hour,Date,P(kWh),h_max
00,2021-05-04,0,90788.0
01,2021-05-04,0,90788.0
02,2021-05-04,0,90788.0
03,2021-05-04,0,90788.0
04,2021-05-04,0,90788.0
05,2021-05-04,0,90788.0
06,2021-05-04,0,90788.0
07,2021-05-04,3,90791.0
08,2021-05-04,4,90795.0
09,2021-05-04,5,90800.0
10,2021-05-04,15,90815.0
11,2021-05-04,22,90837.0
12,2021-05-04,26,90863.0
13,2021-05-04,5,90868.0
14,2021-05-04,6,90874.0
15,2021-05-04,9,90883.0
16,2021-05-04,9,90892.0
17,2021-05-04,3,90895.0
18,2021-05-04,1,90896.0
