Hour,Date,P(kWh),h_max
00,2021-03-01,0,64077.0
01,2021-03-01,0,64077.0
02,2021-03-01,0,64077.0
03,2021-03-01,0,64077.0
04,2021-03-01,0,64077.0
05,2021-03-01,0,64077.0
06,2021-03-01,0,64077.0
07,2021-03-01,0,64077.0
08,2021-03-01,1,64078.0
09,2021-03-01,3,64081.0
10,2021-03-01,5,64086.0
11,2021-03-01,6,64092.0
12,2021-03-01,5,64097.0
13,2021-03-01,8,64105.0
14,2021-03-01,6,64111.0
15,2021-03-01,3,64114.0
16,2021-03-01,3,64117.0
17,2021-03-01,1,64118.0
18,2021-03-01,0,64118.0
19,2021-03-01,0,64118.0
20,2021-03-01,0,64118.0
21,2021-03-01,0,64118.0
22,2021-03-01,0,64118.0
23,2021-03-01,0,64118.0
Hour,Date,P(kWh),h_max
00,2021-03-02,0,64118.0
01,2021-03-02,0,64118.0
02,2021-03-02,0,64118.0
03,2021-03-02,0,64118.0
04,2021-03-02,0,64118.0
05,2021-03-02,0,64118.0
06,2021-03-02,0,64118.0
07,2021-03-02,2,64120.0
08,2021-03-02,12,64132.0
09,2021-03-02,33,64165.0
10,2021-03-02,55,64220.0
11,2021-03-02,36,64256.0
12,2021-03-02,51,64307.0
13,2021-03-02,52,64359.0
14,2021-03-02,61,64420.0
15,2021-03-02,67,64487.0
16,2021-03-02,34,64521.0
17,2021-03-02,6,64527.0
18,2021-03-02,1,64528.0
19,2021-03-02,0,64528.0
20,2021-03-02,0,64528.0
21,2021-03-02,0,64528.0
22,2021-03-02,0,64528.0
23,2021-03-02,0,64528.0
Hour,Date,P(kWh),h_max
00,2021-03-03,0,64528.0
01,2021-03-03,0,64528.0
02,2021-03-03,0,64528.0
03,2021-03-03,0,64528.0
04,2021-03-03,0,64528.0
05,2021-03-03,0,64528.0
06,2021-03-03,0,64528.0
07,2021-03-03,3,64531.0
08,2021-03-03,0,64531.0
09,2021-03-03,48,64579.0
10,2021-03-03,51,64630.0
11,2021-03-03,64,64694.0
12,2021-03-03,60,64754.0
13,2021-03-03,50,64804.0
14,2021-03-03,51,64855.0
15,2021-03-03,46,64901.0
16,2021-03-03,27,64928.0
17,2021-03-03,8,64936.0
18,2021-03-03,0,64936.0
19,2021-03-03,0,64936.0
20,2021-03-03,0,64936.0
21,2021-03-03,0,64936.0
22,2021-03-03,0,64936.0
23,2021-03-03,0,64936.0
Hour,Date,P(kWh),h_max
00,2021-03-04,0,64936.0
01,2021-03-04,0,64936.0
02,2021-03-04,0,64936.0
03,2021-03-04,0,64936.0
04,2021-03-04,0,64936.0
05,2021-03-04,0,64936.0
06,2021-03-04,0,64936.0
07,2021-03-04,3,64939.0
08,2021-03-04,11,64950.0
09,2021-03-04,19,64969.0
10,2021-03-04,28,64997.0
11,2021-03-04,38,65035.0
12,2021-03-04,41,65076.0
13,2021-03-04,31,65107.0
14,2021-03-04,37,65144.0
15,2021-03-04,37,65181.0
16,2021-03-04,21,65202.0
17,2021-03-04,9,65211.0
18,2021-03-04,1,65212.0
19,2021-03-04,0,65212.0
20,2021-03-04,0,65212.0
21,2021-03-04,0,65212.0
22,2021-03-04,0,65212.0
23,2021-03-04,0,65212.0
Hour,Date,P(kWh),h_max
00,2021-03-05,0,65212.0
01,2021-03-05,0,65212.0
02,2021-03-05,0,65212.0
03,2021-03-05,0,65212.0
04,2021-03-05,0,65212.0
05,2021-03-05,0,65212.0
06,2021-03-05,0,65212.0
07,2021-03-05,3,65215.0
08,2021-03-05,14,65229.0
09,2021-03-05,35,65264.0
10,2021-03-05,53,65317.0
11,2021-03-05,65,65382.0
12,2021-03-05,72,65454.0
13,2021-03-05,73,65527.0
14,2021-03-05,71,65598.0
15,2021-03-05,59,65657.0
16,2021-03-05,33,65690.0
17,2021-03-05,7,65697.0
18,2021-03-05,1,65698.0
19,2021-03-05,0,65698.0
20,2021-03-05,0,65698.0
21,2021-03-05,0,65698.0
22,2021-03-05,0,65698.0
23,2021-03-05,0,65698.0
Hour,Date,P(kWh),h_max
00,2021-03-06,0,65698.0
01,2021-03-06,0,65698.0
02,2021-03-06,0,65698.0
03,2021-03-06,0,65698.0
04,2021-03-06,0,65698.0
05,2021-03-06,0,65698.0
06,2021-03-06,0,65698.0
07,2021-03-06,2,65700.0
08,2021-03-06,12,65712.0
09,2021-03-06,28,65740.0
10,2021-03-06,45,65785.0
11,2021-03-06,46,65831.0
12,2021-03-06,34,65865.0
13,2021-03-06,30,65895.0
14,2021-03-06,39,65934.0
15,2021-03-06,37,65971.0
16,2021-03-06,20,65991.0
17,2021-03-06,10,66001.0
18,2021-03-06,1,66002.0
19,2021-03-06,0,66002.0
22,2021-03-06,0,66002.0
23,2021-03-06,0,66002.0
Hour,Date,P(kWh),h_max
00,2021-03-07,0,66002.0
01,2021-03-07,0,66002.0
02,2021-03-07,0,66002.0
03,2021-03-07,0,66002.0
04,2021-03-07,0,66002.0
05,2021-03-07,0,66002.0
06,2021-03-07,0,66002.0
07,2021-03-07,3,66005.0
08,2021-03-07,16,66021.0
09,2021-03-07,32,66053.0
10,2021-03-07,43,66096.0
11,2021-03-07,43,66139.0
12,2021-03-07,37,66176.0
13,2021-03-07,48,66224.0
14,2021-03-07,48,66272.0
15,2021-03-07,45,66317.0
16,2021-03-07,29,66346.0
17,2021-03-07,10,66356.0
18,2021-03-07,2,66358.0
19,2021-03-07,0,66358.0
20,2021-03-07,0,66358.0
21,2021-03-07,0,66358.0
22,2021-03-07,0,66358.0
23,2021-03-07,0,66358.0
Hour,Date,P(kWh),h_max
00,2021-03-08,0,66358.0
01,2021-03-08,0,66358.0
02,2021-03-08,0,66358.0
03,2021-03-08,0,66358.0
04,2021-03-08,0,66358.0
05,2021-03-08,0,66358.0
06,2021-03-08,0,66358.0
07,2021-03-08,1,66359.0
08,2021-03-08,9,66368.0
09,2021-03-08,24,66392.0
10,2021-03-08,40,66432.0
11,2021-03-08,53,66485.0
12,2021-03-08,48,66533.0
13,2021-03-08,47,66580.0
14,2021-03-08,46,66626.0
15,2021-03-08,50,66676.0
16,2021-03-08,34,66710.0
17,2021-03-08,9,66719.0
18,2021-03-08,1,66720.0
19,2021-03-08,0,66720.0
20,2021-03-08,0,66720.0
21,2021-03-08,0,66720.0
22,2021-03-08,0,66720.0
23,2021-03-08,0,66720.0
Hour,Date,P(kWh),h_max
00,2021-03-09,0,66720.0
01,2021-03-09,0,66720.0
02,2021-03-09,0,66720.0
03,2021-03-09,0,66720.0
04,2021-03-09,0,66720.0
05,2021-03-09,0,66720.0
06,2021-03-09,0,66720.0
07,2021-03-09,4,66724.0
08,2021-03-09,15,66739.0
09,2021-03-09,32,66771.0
10,2021-03-09,39,66810.0
11,2021-03-09,50,66860.0
12,2021-03-09,47,66907.0
13,2021-03-09,48,66955.0
14,2021-03-09,47,67002.0
15,2021-03-09,46,67048.0
16,2021-03-09,28,67076.0
17,2021-03-09,10,67086.0
18,2021-03-09,1,67087.0
19,2021-03-09,0,67087.0
20,2021-03-09,0,67087.0
21,2021-03-09,0,67087.0
22,2021-03-09,0,67087.0
23,2021-03-09,0,67087.0
Hour,Date,P(kWh),h_max
00,2021-03-10,0,67087.0
01,2021-03-10,0,67087.0
02,2021-03-10,0,67087.0
03,2021-03-10,0,67087.0
04,2021-03-10,0,67087.0
05,2021-03-10,0,67087.0
06,2021-03-10,0,67087.0
07,2021-03-10,4,67091.0
08,2021-03-10,16,67107.0
09,2021-03-10,36,67143.0
10,2021-03-10,50,67193.0
11,2021-03-10,50,67243.0
12,2021-03-10,46,67289.0
13,2021-03-10,46,67335.0
14,2021-03-10,44,67379.0
15,2021-03-10,48,67427.0
16,2021-03-10,35,67462.0
17,2021-03-10,9,67471.0
18,2021-03-10,2,67473.0
19,2021-03-10,0,67473.0
20,2021-03-10,0,67473.0
21,2021-03-10,0,67473.0
22,2021-03-10,0,67473.0
23,2021-03-10,0,67473.0
Hour,Date,P(kWh),h_max
00,2021-03-11,0,67473.0
01,2021-03-11,0,67473.0
02,2021-03-11,0,67473.0
03,2021-03-11,0,67473.0
04,2021-03-11,0,67473.0
05,2021-03-11,0,67473.0
06,2021-03-11,0,67473.0
07,2021-03-11,4,67477.0
08,2021-03-11,16,67493.0
09,2021-03-11,29,67522.0
10,2021-03-11,51,67573.0
11,2021-03-11,47,67620.0
12,2021-03-11,46,67666.0
13,2021-03-11,42,67708.0
14,2021-03-11,36,67744.0
16,2021-03-11,70,67814.0
17,2021-03-11,9,67823.0
18,2021-03-11,1,67824.0
