Hour,Date,P(kWh),h_max
00,2021-10-01,0,153549.0
01,2021-10-01,0,153549.0
02,2021-10-01,0,153549.0
03,2021-10-01,0,153549.0
04,2021-10-01,0,153549.0
05,2021-10-01,0,153549.0
06,2021-10-01,1,153550.0
07,2021-10-01,5,153555.0
08,2021-10-01,23,153578.0
09,2021-10-01,41,153619.0
10,2021-10-01,56,153675.0
11,2021-10-01,67,153742.0
12,2021-10-01,69,153811.0
13,2021-10-01,67,153878.0
14,2021-10-01,61,153939.0
15,2021-10-01,48,153987.0
16,2021-10-01,21,154008.0
17,2021-10-01,5,154013.0
18,2021-10-01,0,154013.0
19,2021-10-01,0,154013.0
20,2021-10-01,0,154013.0
21,2021-10-01,0,154013.0
22,2021-10-01,0,154013.0
23,2021-10-01,0,154013.0
Hour,Date,P(kWh),h_max
00,2021-10-02,0,154013.0
01,2021-10-02,0,154013.0
02,2021-10-02,0,154013.0
03,2021-10-02,0,154013.0
04,2021-10-02,0,154013.0
05,2021-10-02,0,154013.0
06,2021-10-02,0,154013.0
07,2021-10-02,8,154021.0
08,2021-10-02,23,154044.0
09,2021-10-02,41,154085.0
10,2021-10-02,57,154142.0
11,2021-10-02,66,154208.0
12,2021-10-02,70,154278.0
13,2021-10-02,69,154347.0
14,2021-10-02,63,154410.0
15,2021-10-02,51,154461.0
16,2021-10-02,20,154481.0
17,2021-10-02,4,154485.0
18,2021-10-02,0,154485.0
19,2021-10-02,0,154485.0
20,2021-10-02,0,154485.0
21,2021-10-02,0,154485.0
22,2021-10-02,0,154485.0
23,2021-10-02,0,154485.0
Hour,Date,P(kWh),h_max
00,2021-10-03,0,154485.0
01,2021-10-03,0,154485.0
02,2021-10-03,0,154485.0
03,2021-10-03,0,154485.0
04,2021-10-03,0,154485.0
05,2021-10-03,0,154485.0
06,2021-10-03,1,154486.0
07,2021-10-03,7,154493.0
08,2021-10-03,23,154516.0
09,2021-10-03,40,154556.0
10,2021-10-03,55,154611.0
11,2021-10-03,65,154676.0
12,2021-10-03,69,154745.0
13,2021-10-03,57,154802.0
14,2021-10-03,49,154851.0
15,2021-10-03,29,154880.0
16,2021-10-03,16,154896.0
17,2021-10-03,6,154902.0
18,2021-10-03,0,154902.0
19,2021-10-03,0,154902.0
20,2021-10-03,0,154902.0
21,2021-10-03,0,154902.0
22,2021-10-03,0,154902.0
23,2021-10-03,0,154902.0
Hour,Date,P(kWh),h_max
00,2021-10-04,0,154902.0
01,2021-10-04,0,154902.0
02,2021-10-04,0,154902.0
03,2021-10-04,0,154902.0
04,2021-10-04,0,154902.0
05,2021-10-04,0,154902.0
06,2021-10-04,0,154902.0
07,2021-10-04,4,154906.0
08,2021-10-04,7,154913.0
09,2021-10-04,12,154925.0
10,2021-10-04,19,154944.0
11,2021-10-04,9,154953.0
12,2021-10-04,22,154975.0
13,2021-10-04,22,154997.0
14,2021-10-04,18,155015.0
15,2021-10-04,11,155026.0
16,2021-10-04,5,155031.0
17,2021-10-04,3,155034.0
18,2021-10-04,0,155034.0
19,2021-10-04,0,155034.0
20,2021-10-04,0,155034.0
21,2021-10-04,0,155034.0
22,2021-10-04,0,155034.0
23,2021-10-04,0,155034.0
Hour,Date,P(kWh),h_max
00,2021-10-05,0,155034.0
01,2021-10-05,0,155034.0
02,2021-10-05,0,155034.0
03,2021-10-05,0,155034.0
04,2021-10-05,0,155034.0
05,2021-10-05,0,155034.0
06,2021-10-05,0,155034.0
07,2021-10-05,8,155042.0
08,2021-10-05,19,155061.0
09,2021-10-05,38,155099.0
10,2021-10-05,23,155122.0
11,2021-10-05,52,155174.0
12,2021-10-05,50,155224.0
13,2021-10-05,64,155288.0
14,2021-10-05,53,155341.0
15,2021-10-05,41,155382.0
16,2021-10-05,13,155395.0
17,2021-10-05,2,155397.0
18,2021-10-05,0,155397.0
19,2021-10-05,0,155397.0
20,2021-10-05,0,155397.0
21,2021-10-05,0,155397.0
22,2021-10-05,0,155397.0
23,2021-10-05,0,155397.0
Hour,Date,P(kWh),h_max
00,2021-10-06,0,155397.0
01,2021-10-06,0,155397.0
02,2021-10-06,0,155397.0
03,2021-10-06,0,155397.0
04,2021-10-06,0,155397.0
05,2021-10-06,0,155397.0
06,2021-10-06,0,155397.0
07,2021-10-06,0,155397.0
08,2021-10-06,1,155398.0
09,2021-10-06,4,155402.0
10,2021-10-06,3,155405.0
11,2021-10-06,6,155411.0
12,2021-10-06,10,155421.0
13,2021-10-06,31,155452.0
14,2021-10-06,54,155506.0
15,2021-10-06,43,155549.0
16,2021-10-06,17,155566.0
17,2021-10-06,2,155568.0
18,2021-10-06,0,155568.0
19,2021-10-06,0,155568.0
20,2021-10-06,0,155568.0
21,2021-10-06,0,155568.0
22,2021-10-06,0,155568.0
23,2021-10-06,0,155568.0
Hour,Date,P(kWh),h_max
00,2021-10-07,0,155568.0
01,2021-10-07,0,155568.0
02,2021-10-07,0,155568.0
03,2021-10-07,0,155568.0
04,2021-10-07,0,155568.0
05,2021-10-07,0,155568.0
06,2021-10-07,0,155568.0
07,2021-10-07,3,155571.0
08,2021-10-07,5,155576.0
09,2021-10-07,12,155588.0
10,2021-10-07,17,155605.0
11,2021-10-07,20,155625.0
12,2021-10-07,20,155645.0
13,2021-10-07,27,155672.0
14,2021-10-07,20,155692.0
15,2021-10-07,16,155708.0
16,2021-10-07,9,155717.0
17,2021-10-07,2,155719.0
18,2021-10-07,0,155719.0
19,2021-10-07,0,155719.0
20,2021-10-07,0,155719.0
21,2021-10-07,0,155719.0
22,2021-10-07,0,155719.0
23,2021-10-07,0,155719.0
Hour,Date,P(kWh),h_max
00,2021-10-08,0,155719.0
01,2021-10-08,0,155719.0
02,2021-10-08,0,155719.0
03,2021-10-08,0,155719.0
04,2021-10-08,0,155719.0
05,2021-10-08,0,155719.0
06,2021-10-08,0,155719.0
07,2021-10-08,3,155722.0
08,2021-10-08,8,155730.0
09,2021-10-08,9,155739.0
10,2021-10-08,13,155752.0
11,2021-10-08,14,155766.0
12,2021-10-08,20,155786.0
13,2021-10-08,18,155804.0
14,2021-10-08,8,155812.0
15,2021-10-08,8,155820.0
16,2021-10-08,5,155825.0
17,2021-10-08,1,155826.0
18,2021-10-08,0,155826.0
19,2021-10-08,0,155826.0
20,2021-10-08,0,155826.0
21,2021-10-08,0,155826.0
22,2021-10-08,0,155826.0
23,2021-10-08,0,155826.0
Hour,Date,P(kWh),h_max
00,2021-10-09,0,155826.0
01,2021-10-09,0,155826.0
02,2021-10-09,0,155826.0
03,2021-10-09,0,155826.0
04,2021-10-09,0,155826.0
05,2021-10-09,0,155826.0
06,2021-10-09,0,155826.0
07,2021-10-09,6,155832.0
08,2021-10-09,11,155843.0
09,2021-10-09,24,155867.0
10,2021-10-09,37,155904.0
11,2021-10-09,51,155955.0
12,2021-10-09,45,156000.0
13,2021-10-09,49,156049.0
14,2021-10-09,28,156077.0
15,2021-10-09,26,156103.0
16,2021-10-09,16,156119.0
17,2021-10-09,3,156122.0
18,2021-10-09,0,156122.0
19,2021-10-09,0,156122.0
20,2021-10-09,0,156122.0
21,2021-10-09,0,156122.0
22,2021-10-09,0,156122.0
23,2021-10-09,0,156122.0
Hour,Date,P(kWh),h_max
00,2021-10-10,0,156122.0
01,2021-10-10,0,156122.0
02,2021-10-10,0,156122.0
03,2021-10-10,0,156122.0
04,2021-10-10,0,156122.0
05,2021-10-10,0,156122.0
06,2021-10-10,1,156123.0
07,2021-10-10,4,156127.0
08,2021-10-10,8,156135.0
09,2021-10-10,19,156154.0
10,2021-10-10,19,156173.0
11,2021-10-10,29,156202.0
12,2021-10-10,9,156211.0
13,2021-10-10,4,156215.0
14,2021-10-10,5,156220.0
15,2021-10-10,4,156224.0
16,2021-10-10,2,156226.0
17,2021-10-10,0,156226.0
18,2021-10-10,0,156226.0
19,2021-10-10,0,156226.0
20,2021-10-10,0,156226.0
21,2021-10-10,0,156226.0
22,2021-10-10,0,156226.0
23,2021-10-10,0,156226.0
Hour,Date,P(kWh),h_max
00,2021-10-11,0,156226.0
01,2021-10-11,0,156226.0
02,2021-10-11,0,156226.0
03,2021-10-11,0,156226.0
04,2021-10-11,0,156226.0
05,2021-10-11,0,156226.0
06,2021-10-11,0,156226.0
07,2021-10-11,4,156230.0
08,2021-10-11,17,156247.0
09,2021-10-11,29,156276.0
10,2021-10-11,45,156321.0
11,2021-10-11,37,156358.0
12,2021-10-11,34,156392.0
13,2021-10-11,25,156417.0
14,2021-10-11,14,156431.0
15,2021-10-11,16,156447.0
16,2021-10-11,11,156458.0
17,2021-10-11,2,156460.0
18,2021-10-11,0,156460.0
19,2021-10-11,0,156460.0
20,2021-10-11,0,156460.0
21,2021-10-11,0,156460.0
22,2021-10-11,0,156460.0
23,2021-10-11,0,156460.0
Hour,Date,P(kWh),h_max
00,2021-10-12,0,156460.0
01,2021-10-12,0,156460.0
02,2021-10-12,0,156460.0
03,2021-10-12,0,156460.0
04,2021-10-12,0,156460.0
05,2021-10-12,0,156460.0
06,2021-10-12,0,156460.0
07,2021-10-12,4,156464.0
08,2021-10-12,8,156472.0
09,2021-10-12,16,156488.0
10,2021-10-12,18,156506.0
11,2021-10-12,12,156518.0
12,2021-10-12,17,156535.0
13,2021-10-12,24,156559.0
14,2021-10-12,17,156576.0
15,2021-10-12,16,156592.0
16,2021-10-12,7,156599.0
17,2021-10-12,2,156601.0
18,2021-10-12,0,156601.0
19,2021-10-12,0,156601.0
20,2021-10-12,0,156601.0
21,2021-10-12,0,156601.0
22,2021-10-12,0,156601.0
23,2021-10-12,0,156601.0
Hour,Date,P(kWh),h_max
00,2021-10-13,0,156601.0
01,2021-10-13,0,156601.0
02,2021-10-13,0,156601.0
03,2021-10-13,0,156601.0
04,2021-10-13,0,156601.0
05,2021-10-13,0,156601.0
06,2021-10-13,1,156602.0
07,2021-10-13,5,156607.0
08,2021-10-13,22,156629.0
09,2021-10-13,38,156667.0
10,2021-10-13,52,156719.0
11,2021-10-13,64,156783.0
12,2021-10-13,71,156854.0
13,2021-10-13,46,156900.0
14,2021-10-13,35,156935.0
