Hour,Date,P(kWh),h_max
00,2021-12-01,0,170621.0
01,2021-12-01,0,170621.0
02,2021-12-01,0,170621.0
03,2021-12-01,0,170621.0
04,2021-12-01,0,170621.0
05,2021-12-01,0,170621.0
06,2021-12-01,0,170621.0
07,2021-12-01,1,170622.0
08,2021-12-01,10,170632.0
09,2021-12-01,30,170662.0
10,2021-12-01,48,170710.0
11,2021-12-01,61,170771.0
12,2021-12-01,66,170837.0
13,2021-12-01,56,170893.0
14,2021-12-01,37,170930.0
15,2021-12-01,9,170939.0
16,2021-12-01,3,170942.0
17,2021-12-01,0,170942.0
18,2021-12-01,0,170942.0
19,2021-12-01,0,170942.0
20,2021-12-01,0,170942.0
21,2021-12-01,0,170942.0
22,2021-12-01,0,170942.0
23,2021-12-01,0,170942.0
Hour,Date,P(kWh),h_max
00,2021-12-02,0,170942.0
01,2021-12-02,0,170942.0
02,2021-12-02,0,170942.0
03,2021-12-02,0,170942.0
04,2021-12-02,0,170942.0
05,2021-12-02,0,170942.0
06,2021-12-02,0,170942.0
07,2021-12-02,1,170943.0
08,2021-12-02,12,170955.0
09,2021-12-02,29,170984.0
10,2021-12-02,43,171027.0
11,2021-12-02,40,171067.0
12,2021-12-02,60,171127.0
13,2021-12-02,27,171154.0
14,2021-12-02,16,171170.0
15,2021-12-02,9,171179.0
16,2021-12-02,3,171182.0
17,2021-12-02,0,171182.0
18,2021-12-02,0,171182.0
19,2021-12-02,0,171182.0
20,2021-12-02,0,171182.0
21,2021-12-02,0,171182.0
22,2021-12-02,0,171182.0
23,2021-12-02,0,171182.0
Hour,Date,P(kWh),h_max
00,2021-12-03,0,171182.0
01,2021-12-03,0,171182.0
02,2021-12-03,0,171182.0
03,2021-12-03,0,171182.0
04,2021-12-03,0,171182.0
05,2021-12-03,0,171182.0
06,2021-12-03,0,171182.0
07,2021-12-03,1,171183.0
08,2021-12-03,9,171192.0
09,2021-12-03,28,171220.0
10,2021-12-03,47,171267.0
11,2021-12-03,60,171327.0
12,2021-12-03,65,171392.0
13,2021-12-03,65,171457.0
14,2021-12-03,35,171492.0
15,2021-12-03,10,171502.0
16,2021-12-03,4,171506.0
17,2021-12-03,0,171506.0
18,2021-12-03,0,171506.0
19,2021-12-03,0,171506.0
20,2021-12-03,0,171506.0
21,2021-12-03,0,171506.0
22,2021-12-03,0,171506.0
23,2021-12-03,0,171506.0
Hour,Date,P(kWh),h_max
00,2021-12-04,0,171506.0
01,2021-12-04,0,171506.0
02,2021-12-04,0,171506.0
03,2021-12-04,0,171506.0
04,2021-12-04,0,171506.0
05,2021-12-04,0,171506.0
06,2021-12-04,0,171506.0
07,2021-12-04,1,171507.0
08,2021-12-04,4,171511.0
09,2021-12-04,15,171526.0
10,2021-12-04,32,171558.0
11,2021-12-04,30,171588.0
12,2021-12-04,57,171645.0
13,2021-12-04,53,171698.0
14,2021-12-04,34,171732.0
15,2021-12-04,8,171740.0
16,2021-12-04,3,171743.0
17,2021-12-04,1,171744.0
18,2021-12-04,0,171744.0
19,2021-12-04,0,171744.0
20,2021-12-04,0,171744.0
21,2021-12-04,0,171744.0
22,2021-12-04,0,171744.0
23,2021-12-04,0,171744.0
Hour,Date,P(kWh),h_max
00,2021-12-05,0,171744.0
01,2021-12-05,0,171744.0
02,2021-12-05,0,171744.0
03,2021-12-05,0,171744.0
04,2021-12-05,0,171744.0
05,2021-12-05,0,171744.0
06,2021-12-05,0,171744.0
07,2021-12-05,0,171744.0
08,2021-12-05,10,171754.0
09,2021-12-05,28,171782.0
10,2021-12-05,44,171826.0
11,2021-12-05,55,171881.0
12,2021-12-05,61,171942.0
13,2021-12-05,59,172001.0
14,2021-12-05,33,172034.0
15,2021-12-05,8,172042.0
16,2021-12-05,4,172046.0
17,2021-12-05,0,172046.0
18,2021-12-05,0,172046.0
19,2021-12-05,0,172046.0
20,2021-12-05,0,172046.0
21,2021-12-05,0,172046.0
22,2021-12-05,0,172046.0
23,2021-12-05,0,172046.0
Hour,Date,P(kWh),h_max
00,2021-12-06,0,172046.0
01,2021-12-06,0,172046.0
02,2021-12-06,0,172046.0
03,2021-12-06,0,172046.0
04,2021-12-06,0,172046.0
05,2021-12-06,0,172046.0
06,2021-12-06,0,172046.0
07,2021-12-06,1,172047.0
08,2021-12-06,9,172056.0
09,2021-12-06,27,172083.0
10,2021-12-06,41,172124.0
11,2021-12-06,51,172175.0
12,2021-12-06,48,172223.0
13,2021-12-06,38,172261.0
14,2021-12-06,22,172283.0
15,2021-12-06,12,172295.0
16,2021-12-06,5,172300.0
17,2021-12-06,0,172300.0
18,2021-12-06,0,172300.0
19,2021-12-06,0,172300.0
20,2021-12-06,0,172300.0
21,2021-12-06,0,172300.0
22,2021-12-06,0,172300.0
23,2021-12-06,0,172300.0
Hour,Date,P(kWh),h_max
00,2021-12-07,0,172300.0
01,2021-12-07,0,172300.0
02,2021-12-07,0,172300.0
03,2021-12-07,0,172300.0
04,2021-12-07,0,172300.0
05,2021-12-07,0,172300.0
06,2021-12-07,0,172300.0
07,2021-12-07,1,172301.0
