Hour,Date,P(kWh),h_max
00,2021-01-01,0,48060.0
01,2021-01-01,0,48060.0
02,2021-01-01,0,48060.0
03,2021-01-01,0,48060.0
04,2021-01-01,0,48060.0
05,2021-01-01,0,48060.0
06,2021-01-01,0,48060.0
07,2021-01-01,0,48060.0
08,2021-01-01,4,48064.0
09,2021-01-01,12,48076.0
10,2021-01-01,38,48114.0
11,2021-01-01,52,48166.0
12,2021-01-01,41,48207.0
13,2021-01-01,56,48263.0
14,2021-01-01,36,48299.0
15,2021-01-01,11,48310.0
16,2021-01-01,6,48316.0
17,2021-01-01,0,48316.0
18,2021-01-01,0,48316.0
19,2021-01-01,0,48316.0
20,2021-01-01,0,48316.0
21,2021-01-01,0,48316.0
22,2021-01-01,0,48316.0
23,2021-01-01,0,48316.0
Hour,Date,P(kWh),h_max
00,2021-01-02,0,48316.0
01,2021-01-02,0,48316.0
02,2021-01-02,0,48316.0
03,2021-01-02,0,48316.0
04,2021-01-02,0,48316.0
05,2021-01-02,0,48316.0
06,2021-01-02,0,48316.0
07,2021-01-02,0,48316.0
08,2021-01-02,5,48321.0
09,2021-01-02,22,48343.0
10,2021-01-02,40,48383.0
11,2021-01-02,54,48437.0
12,2021-01-02,61,48498.0
13,2021-01-02,60,48558.0
14,2021-01-02,44,48602.0
15,2021-01-02,12,48614.0
16,2021-01-02,5,48619.0
17,2021-01-02,1,48620.0
18,2021-01-02,0,48620.0
19,2021-01-02,0,48620.0
20,2021-01-02,0,48620.0
21,2021-01-02,0,48620.0
22,2021-01-02,0,48620.0
23,2021-01-02,0,48620.0
Hour,Date,P(kWh),h_max
00,2021-01-03,0,48620.0
01,2021-01-03,0,48620.0
02,2021-01-03,0,48620.0
03,2021-01-03,0,48620.0
04,2021-01-03,0,48620.0
05,2021-01-03,0,48620.0
06,2021-01-03,0,48620.0
07,2021-01-03,0,48620.0
08,2021-01-03,5,48625.0
09,2021-01-03,21,48646.0
10,2021-01-03,38,48684.0
11,2021-01-03,49,48733.0
12,2021-01-03,57,48790.0
13,2021-01-03,34,48824.0
14,2021-01-03,21,48845.0
15,2021-01-03,13,48858.0
16,2021-01-03,6,48864.0
17,2021-01-03,1,48865.0
18,2021-01-03,0,48865.0
19,2021-01-03,0,48865.0
20,2021-01-03,0,48865.0
21,2021-01-03,0,48865.0
22,2021-01-03,0,48865.0
23,2021-01-03,0,48865.0
Hour,Date,P(kWh),h_max
00,2021-01-04,0,48865.0
01,2021-01-04,0,48865.0
02,2021-01-04,0,48865.0
03,2021-01-04,0,48865.0
04,2021-01-04,0,48865.0
05,2021-01-04,0,48865.0
06,2021-01-04,0,48865.0
07,2021-01-04,0,48865.0
08,2021-01-04,5,48870.0
09,2021-01-04,13,48883.0
10,2021-01-04,21,48904.0
11,2021-01-04,21,48925.0
12,2021-01-04,38,48963.0
13,2021-01-04,27,48990.0
14,2021-01-04,17,49007.0
15,2021-01-04,9,49016.0
16,2021-01-04,3,49019.0
17,2021-01-04,0,49019.0
18,2021-01-04,0,49019.0
19,2021-01-04,0,49019.0
20,2021-01-04,0,49019.0
21,2021-01-04,0,49019.0
22,2021-01-04,0,49019.0
23,2021-01-04,0,49019.0
Hour,Date,P(kWh),h_max
00,2021-01-05,0,49019.0
01,2021-01-05,0,49019.0
02,2021-01-05,0,49019.0
03,2021-01-05,0,49019.0
04,2021-01-05,0,49019.0
05,2021-01-05,0,49019.0
06,2021-01-05,0,49019.0
07,2021-01-05,0,49019.0
08,2021-01-05,5,49024.0
09,2021-01-05,20,49044.0
10,2021-01-05,39,49083.0
11,2021-01-05,53,49136.0
12,2021-01-05,60,49196.0
13,2021-01-05,63,49259.0
14,2021-01-05,46,49305.0
15,2021-01-05,12,49317.0
16,2021-01-05,4,49321.0
17,2021-01-05,1,49322.0
18,2021-01-05,0,49322.0
19,2021-01-05,0,49322.0
20,2021-01-05,0,49322.0
21,2021-01-05,0,49322.0
22,2021-01-05,0,49322.0
23,2021-01-05,0,49322.0
Hour,Date,P(kWh),h_max
00,2021-01-06,0,49322.0
01,2021-01-06,0,49322.0
02,2021-01-06,0,49322.0
03,2021-01-06,0,49322.0
04,2021-01-06,0,49322.0
05,2021-01-06,0,49322.0
06,2021-01-06,0,49322.0
07,2021-01-06,0,49322.0
08,2021-01-06,5,49327.0
09,2021-01-06,22,49349.0
10,2021-01-06,39,49388.0
11,2021-01-06,54,49442.0
12,2021-01-06,62,49504.0
13,2021-01-06,63,49567.0
14,2021-01-06,48,49615.0
15,2021-01-06,12,49627.0
16,2021-01-06,6,49633.0
17,2021-01-06,0,49633.0
18,2021-01-06,0,49633.0
19,2021-01-06,0,49633.0
20,2021-01-06,0,49633.0
21,2021-01-06,0,49633.0
22,2021-01-06,0,49633.0
23,2021-01-06,0,49633.0
Hour,Date,P(kWh),h_max
00,2021-01-07,0,49633.0
01,2021-01-07,0,49633.0
02,2021-01-07,0,49633.0
03,2021-01-07,0,49633.0
04,2021-01-07,0,49633.0
05,2021-01-07,0,49633.0
06,2021-01-07,0,49633.0
07,2021-01-07,0,49633.0
08,2021-01-07,2,49635.0
09,2021-01-07,4,49639.0
10,2021-01-07,8,49647.0
11,2021-01-07,13,49660.0
12,2021-01-07,17,49677.0
13,2021-01-07,19,49696.0
14,2021-01-07,15,49711.0
15,2021-01-07,8,49719.0
16,2021-01-07,4,49723.0
17,2021-01-07,0,49723.0
18,2021-01-07,0,49723.0
19,2021-01-07,0,49723.0
20,2021-01-07,0,49723.0
21,2021-01-07,0,49723.0
22,2021-01-07,0,49723.0
23,2021-01-07,0,49723.0
Hour,Date,P(kWh),h_max
00,2021-01-08,0,49723.0
01,2021-01-08,0,49723.0
02,2021-01-08,0,49723.0
03,2021-01-08,0,49723.0
04,2021-01-08,0,49723.0
05,2021-01-08,0,49723.0
06,2021-01-08,0,49723.0
07,2021-01-08,0,49723.0
08,2021-01-08,2,49725.0
09,2021-01-08,9,49734.0
10,2021-01-08,18,49752.0
11,2021-01-08,26,49778.0
12,2021-01-08,29,49807.0
18,2021-01-08,108,49915.0
19,2021-01-08,0,49915.0
20,2021-01-08,0,49915.0
21,2021-01-08,0,49915.0
22,2021-01-08,0,49915.0
23,2021-01-08,0,49915.0
Hour,Date,P(kWh),h_max
00,2021-01-09,0,49915.0
01,2021-01-09,0,49915.0
02,2021-01-09,0,49915.0
03,2021-01-09,0,49915.0
04,2021-01-09,0,49915.0
05,2021-01-09,0,49915.0
06,2021-01-09,0,49915.0
07,2021-01-09,0,49915.0
08,2021-01-09,4,49919.0
09,2021-01-09,15,49934.0
10,2021-01-09,27,49961.0
11,2021-01-09,30,49991.0
12,2021-01-09,39,50030.0
18,2021-01-09,128,50158.0
19,2021-01-09,0,50158.0
20,2021-01-09,0,50158.0
21,2021-01-09,0,50158.0
22,2021-01-09,0,50158.0
23,2021-01-09,0,50158.0
Hour,Date,P(kWh),h_max
00,2021-01-10,0,50158.0
01,2021-01-10,0,50158.0
02,2021-01-10,0,50158.0
03,2021-01-10,0,50158.0
04,2021-01-10,0,50158.0
05,2021-01-10,0,50158.0
06,2021-01-10,0,50158.0
07,2021-01-10,0,50158.0
08,2021-01-10,5,50163.0
09,2021-01-10,21,50184.0
10,2021-01-10,40,50224.0
11,2021-01-10,52,50276.0
12,2021-01-10,59,50335.0
13,2021-01-10,55,50390.0
14,2021-01-10,33,50423.0
15,2021-01-10,15,50438.0
16,2021-01-10,7,50445.0
17,2021-01-10,1,50446.0
18,2021-01-10,0,50446.0
19,2021-01-10,0,50446.0
20,2021-01-10,0,50446.0
21,2021-01-10,0,50446.0
22,2021-01-10,0,50446.0
23,2021-01-10,0,50446.0
Hour,Date,P(kWh),h_max
00,2021-01-11,0,50446.0
01,2021-01-11,0,50446.0
02,2021-01-11,0,50446.0
03,2021-01-11,0,50446.0
04,2021-01-11,0,50446.0
05,2021-01-11,0,50446.0
06,2021-01-11,0,50446.0
07,2021-01-11,0,50446.0
08,2021-01-11,3,50449.0
09,2021-01-11,8,50457.0
10,2021-01-11,13,50470.0
11,2021-01-11,15,50485.0
12,2021-01-11,23,50508.0
13,2021-01-11,26,50534.0
14,2021-01-11,20,50554.0
15,2021-01-11,12,50566.0
16,2021-01-11,7,50573.0
17,2021-01-11,1,50574.0
18,2021-01-11,0,50574.0
19,2021-01-11,0,50574.0
20,2021-01-11,0,50574.0
21,2021-01-11,0,50574.0
22,2021-01-11,0,50574.0
23,2021-01-11,0,50574.0
Hour,Date,P(kWh),h_max
00,2021-01-12,0,50574.0
