Hour,Date,P(kWh),h_max
00,2022-01-01,0,177654.0
01,2022-01-01,0,177654.0
02,2022-01-01,0,177654.0
03,2022-01-01,0,177654.0
04,2022-01-01,0,177654.0
05,2022-01-01,0,177654.0
06,2022-01-01,0,177654.0
07,2022-01-01,1,177655.0
08,2022-01-01,6,177661.0
09,2022-01-01,23,177684.0
10,2022-01-01,40,177724.0
11,2022-01-01,51,177775.0
12,2022-01-01,55,177830.0
13,2022-01-01,53,177883.0
14,2022-01-01,38,177921.0
15,2022-01-01,12,177933.0
16,2022-01-01,5,177938.0
17,2022-01-01,1,177939.0
18,2022-01-01,0,177939.0
19,2022-01-01,0,177939.0
20,2022-01-01,0,177939.0
21,2022-01-01,0,177939.0
22,2022-01-01,0,177939.0
23,2022-01-01,0,177939.0
Hour,Date,P(kWh),h_max
00,2022-01-02,0,177939.0
01,2022-01-02,0,177939.0
02,2022-01-02,0,177939.0
03,2022-01-02,0,177939.0
04,2022-01-02,0,177939.0
05,2022-01-02,0,177939.0
06,2022-01-02,0,177939.0
07,2022-01-02,0,177939.0
08,2022-01-02,3,177942.0
09,2022-01-02,12,177954.0
10,2022-01-02,27,177981.0
11,2022-01-02,27,178008.0
12,2022-01-02,52,178060.0
13,2022-01-02,61,178121.0
14,2022-01-02,42,178163.0
15,2022-01-02,11,178174.0
16,2022-01-02,4,178178.0
17,2022-01-02,1,178179.0
18,2022-01-02,0,178179.0
19,2022-01-02,0,178179.0
20,2022-01-02,0,178179.0
21,2022-01-02,0,178179.0
22,2022-01-02,0,178179.0
23,2022-01-02,0,178179.0
Hour,Date,P(kWh),h_max
00,2022-01-03,0,178179.0
01,2022-01-03,0,178179.0
02,2022-01-03,0,178179.0
03,2022-01-03,0,178179.0
04,2022-01-03,0,178179.0
05,2022-01-03,0,178179.0
06,2022-01-03,0,178179.0
07,2022-01-03,0,178179.0
08,2022-01-03,6,178185.0
09,2022-01-03,21,178206.0
10,2022-01-03,38,178244.0
11,2022-01-03,48,178292.0
12,2022-01-03,55,178347.0
13,2022-01-03,44,178391.0
14,2022-01-03,32,178423.0
15,2022-01-03,15,178438.0
16,2022-01-03,7,178445.0
17,2022-01-03,1,178446.0
18,2022-01-03,0,178446.0
19,2022-01-03,0,178446.0
20,2022-01-03,0,178446.0
21,2022-01-03,0,178446.0
22,2022-01-03,0,178446.0
23,2022-01-03,0,178446.0
Hour,Date,P(kWh),h_max
00,2022-01-04,0,178446.0
01,2022-01-04,0,178446.0
02,2022-01-04,0,178446.0
03,2022-01-04,0,178446.0
04,2022-01-04,0,178446.0
05,2022-01-04,0,178446.0
06,2022-01-04,0,178446.0
07,2022-01-04,0,178446.0
08,2022-01-04,4,178450.0
09,2022-01-04,21,178471.0
10,2022-01-04,42,178513.0
11,2022-01-04,54,178567.0
12,2022-01-04,62,178629.0
13,2022-01-04,62,178691.0
14,2022-01-04,38,178729.0
15,2022-01-04,16,178745.0
16,2022-01-04,4,178749.0
17,2022-01-04,1,178750.0
18,2022-01-04,0,178750.0
19,2022-01-04,0,178750.0
20,2022-01-04,0,178750.0
21,2022-01-04,0,178750.0
22,2022-01-04,0,178750.0
23,2022-01-04,0,178750.0
Hour,Date,P(kWh),h_max
00,2022-01-05,0,178750.0
01,2022-01-05,0,178750.0
02,2022-01-05,0,178750.0
03,2022-01-05,0,178750.0
04,2022-01-05,0,178750.0
05,2022-01-05,0,178750.0
06,2022-01-05,0,178750.0
07,2022-01-05,0,178750.0
08,2022-01-05,4,178754.0
09,2022-01-05,1,178755.0
15,2022-01-05,145,178900.0
16,2022-01-05,5,178905.0
17,2022-01-05,0,178905.0
18,2022-01-05,0,178905.0
19,2022-01-05,0,178905.0
20,2022-01-05,0,178905.0
21,2022-01-05,0,178905.0
22,2022-01-05,0,178905.0
23,2022-01-05,0,178905.0
Hour,Date,P(kWh),h_max
00,2022-01-06,0,178905.0
01,2022-01-06,0,178905.0
02,2022-01-06,0,178905.0
03,2022-01-06,0,178905.0
04,2022-01-06,0,178905.0
05,2022-01-06,0,178905.0
06,2022-01-06,0,178905.0
07,2022-01-06,0,178905.0
